model      ;temperature;prompt                                   ;tokens;iteration;response       ;semantic_shift
gpt-4o-mini;0.2        ;Explain quantum mechanics in one sentence;200   ;2        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.2        ;Explain quantum mechanics in one sentence;200   ;3        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.2        ;Explain quantum mechanics in one sentence;200   ;4        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.2        ;Explain quantum mechanics in one sentence;400   ;1        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.2        ;Explain quantum mechanics in one sentence;400   ;2        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.2        ;Explain quantum mechanics in one sentence;400   ;3        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.2        ;Explain quantum mechanics in one sentence;400   ;4        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.2        ;Write a quatrain about war               ;20    ;1        ;in fields where shadows dance with dread   the echoes of the fallen call   with every tear;1.02
gpt-4o-mini;0.2        ;Write a quatrain about war               ;20    ;2        ;in fields where shadows dance with dread   the echoes of the fallen call   with every tear;1.0 
gpt-4o-mini;0.2        ;Write a quatrain about war               ;20    ;3        ;in fields where shadows stretch and fade   the echoes of the brave parade   with hearts of;1.0 
gpt-4o-mini;0.2        ;Write a quatrain about war               ;20    ;4        ;in fields where shadows stretch and linger long   the clash of steel and cries of sorrow blend;0.96
gpt-4o-mini;0.2        ;Write a quatrain about war               ;50    ;1        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash a price is paid   in silence peace awaits us all.;0.97
gpt-4o-mini;0.2        ;Write a quatrain about war               ;50    ;2        ;in fields where shadows stretch and fade   the echoes of the brave parade   with hearts of steel and hopes laid bare   they fight for peace though war's their share.;0.95
gpt-4o-mini;0.2        ;Write a quatrain about war               ;50    ;3        ;in fields where shadows dance with dread   the echoes of the fallen call   with every tear that’s silently shed   a haunting tale of glory's fall.;1.03
gpt-4o-mini;0.2        ;Write a quatrain about war               ;50    ;4        ;in fields where shadows stretch and fall   the echoes of the brave still call   with hearts of steel and dreams of peace   in war's harsh grip may hope not cease.;1.01
gpt-4o-mini;0.2        ;Write a quatrain about war               ;100   ;1        ;in fields where shadows stretch and fall   the echoes of the brave do call   with courage forged in fire and strife   they fight for peace the cost of life.;0.95
gpt-4o-mini;0.2        ;Write a quatrain about war               ;100   ;2        ;in shadows deep where silence weeps   the clash of steel the promise keeps   for honor lost and courage found   in fields of grief where dreams are drowned.;1.0 
gpt-4o-mini;0.2        ;Write a quatrain about war               ;100   ;3        ;in fields where shadows stretch and fade   the echoes of the lost parade   with cries of courage hearts laid bare   in war's embrace we find despair.;1.02
gpt-4o-mini;0.2        ;Write a quatrain about war               ;100   ;4        ;in fields where shadows stretch and fade   the echoes of the fallen call   with dreams of peace in silence laid   yet thunder roars where empires fall.;0.98
gpt-4o-mini;0.2        ;Write a quatrain about war               ;200   ;1        ;in fields where shadows stretch and fall   the echoes of the brave still call   with courage forged in fire and strife   they fight for peace the cost of life.;1.04
gpt-4o-mini;0.2        ;Write a quatrain about war               ;200   ;2        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash a price is paid   as dreams of peace lie crushed and small.;1.0 
gpt-4o-mini;0.2        ;Write a quatrain about war               ;200   ;3        ;in fields where shadows stretch and linger long   the clash of steel and cries of anguish rise   beneath the weight of sorrow hearts grow strong   yet peace remains a distant fleeting prize.;1.03
gpt-4o-mini;0.2        ;Write a quatrain about war               ;200   ;4        ;in fields where shadows stretch and fade   the echoes of the brave cascade   with courage forged in fire and strife   they fight for peace the cost of life.;0.96
gpt-4o-mini;0.2        ;Write a quatrain about war               ;400   ;1        ;in fields where shadows stretch and fade   the echoes of the brave parade   with courage forged in fire and pain   they seek the peace that war has slain.;1.04
gpt-4o-mini;0.2        ;Write a quatrain about war               ;400   ;2        ;in fields where shadows stretch and sigh   the echoes of the fallen cry   with banners torn and dreams laid bare   in war's cruel dance we find despair.;0.95
gpt-4o-mini;0.2        ;Write a quatrain about war               ;400   ;3        ;in fields where shadows stretch and linger long   the clash of steel sings out a mournful song.   beneath the skies once blue now stained with gray   the cost of pride is measured in decay.;1.03
gpt-4o-mini;0.2        ;Write a quatrain about war               ;400   ;4        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash a price is paid   in silence peace awaits us all.;0.99
gpt-4o-mini;0.2        ;Solve 2+2                                ;20    ;1        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;20    ;2        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;20    ;3        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;20    ;4        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;50    ;1        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;50    ;2        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;50    ;3        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;50    ;4        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;100   ;1        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;100   ;2        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;100   ;3        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;100   ;4        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;200   ;1        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;200   ;2        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;200   ;3        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;200   ;4        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;400   ;1        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;400   ;2        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;400   ;3        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.2        ;Solve 2+2                                ;400   ;4        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;20    ;1        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales;0.0 
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;20    ;2        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales;0.0 
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;20    ;3        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales;0.08
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;20    ;4        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales;0.0 
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;50    ;1        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;50    ;2        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.24
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;50    ;3        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;50    ;4        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles can exist in multiple states simultaneously and exhibit wave-particle duality.;0.17
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;100   ;1        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.18
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;100   ;2        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic principles rather than deterministic laws.;0.17
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;100   ;3        ;quantum mechanics is a fundamental branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;100   ;4        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;200   ;1        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;200   ;2        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;200   ;3        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality superposition and entanglement challenging classical intuitions about reality.;0.17
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;200   ;4        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.18
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;400   ;1        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.23
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;400   ;2        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.18
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;400   ;3        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.4        ;Explain quantum mechanics in one sentence;400   ;4        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.23
gpt-4o-mini;0.4        ;Write a quatrain about war               ;20    ;1        ;in fields where shadows stretch and linger long   the echoes of the brave a mournful song;1.02
gpt-4o-mini;0.4        ;Write a quatrain about war               ;20    ;2        ;in fields where shadows stretch and linger long   the clash of steel and cries of sorrow blend;0.99
gpt-4o-mini;0.4        ;Write a quatrain about war               ;20    ;3        ;in fields where shadows stretch and fade   brave souls confront the price they've paid   with;1.0 
gpt-4o-mini;0.4        ;Write a quatrain about war               ;20    ;4        ;in fields where shadows dance with dread   the echoes of the fallen cry   with every step;1.02
gpt-4o-mini;0.4        ;Write a quatrain about war               ;50    ;1        ;in fields where shadows dance with dread   the echoes of the fallen cry   for peace a dream in silence bled   as hearts are torn beneath the sky.;0.95
gpt-4o-mini;0.4        ;Write a quatrain about war               ;50    ;2        ;in fields where shadows stretch and fade   the echoes of the brave parade   with hearts of steel and dreams of peace   yet in the clash all hopes decrease.;1.03
gpt-4o-mini;0.4        ;Write a quatrain about war               ;50    ;3        ;in shadows cast by thunder's roar   brave souls march forth on blood-stained ground   with dreams of peace they seek no more   yet find their hearts in chaos bound.;1.01
gpt-4o-mini;0.4        ;Write a quatrain about war               ;50    ;4        ;in fields where shadows stretch and fade   the echoes of the fallen call   with courage forged in steel and blade   yet peace remains the greatest thrall.;0.94
gpt-4o-mini;0.4        ;Write a quatrain about war               ;100   ;1        ;in fields where shadows stretch and sigh   the echoes of the brave resound   with courage forged beneath the sky   in silence lost their hopes are drowned.;1.0 
gpt-4o-mini;0.4        ;Write a quatrain about war               ;100   ;2        ;in fields where shadows stretch and fade   brave souls confront the price they've paid   with echoes of the fallen's cries   in war's embrace the hope still lies.;0.99
gpt-4o-mini;0.4        ;Write a quatrain about war               ;100   ;3        ;in fields where shadows stretch and fade   the echoes of the brave parade   with hearts entwined in fate's cruel snare   they march through grief a solemn prayer.;1.01
gpt-4o-mini;0.4        ;Write a quatrain about war               ;100   ;4        ;in fields where shadows stretch and fade   the echoes of the brave cascade   with hearts entwined in fate's cruel game   they rise and fall yet none remain the same.;0.97
gpt-4o-mini;0.4        ;Write a quatrain about war               ;200   ;1        ;in fields where shadows stretch and bend   the clash of steel the cries ascend   a tale of sorrow loss and strife   in war's embrace we pay the price of life.;0.95
gpt-4o-mini;0.4        ;Write a quatrain about war               ;200   ;2        ;in fields where shadows stretch and clash   the echoes of the past resound   with every cry and thunderous crash   a tale of sorrow lost unbound.;1.03
gpt-4o-mini;0.4        ;Write a quatrain about war               ;200   ;3        ;in fields where shadows dance with dread   the echoes of the fallen cry   with courage forged and hearts that bled   a tale of loss beneath the sky.;0.94
gpt-4o-mini;0.4        ;Write a quatrain about war               ;200   ;4        ;in fields where shadows stretch and fade   the echoes of the fallen call   with every clash a price is paid   in silence peace awaits us all.;0.97
gpt-4o-mini;0.4        ;Write a quatrain about war               ;400   ;1        ;in fields where shadows dance with dread   the echoes of the fallen call   a symphony of tears unshed   as hope lies buried lost to all.;0.96
gpt-4o-mini;0.4        ;Write a quatrain about war               ;400   ;2        ;in fields where shadows dance with dread   the echoes of the fallen call   a symphony of tears is shed   as dreams of peace in silence fall.;0.97
gpt-4o-mini;0.4        ;Write a quatrain about war               ;400   ;3        ;in fields where shadows stretch and sigh   the echoes of the brave still cry   for honor lost and dreams now scarred   in battle's wake the world stands marred.;1.01
gpt-4o-mini;0.4        ;Write a quatrain about war               ;400   ;4        ;in fields where shadows dance with dread   the echoes of the fallen cry   with hopes and dreams now lost they tread   beneath the dark and bloodied sky.;1.02
gpt-4o-mini;0.4        ;Solve 2+2                                ;20    ;1        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;20    ;2        ;2 + 2 = 4.     ;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;20    ;3        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;20    ;4        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;50    ;1        ;2 + 2 = 4.     ;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;50    ;2        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;50    ;3        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;50    ;4        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;100   ;1        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;100   ;2        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;100   ;3        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;100   ;4        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;200   ;1        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;200   ;2        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;200   ;3        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;200   ;4        ;2 + 2 = 4.     ;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;400   ;1        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;400   ;2        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;400   ;3        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.4        ;Solve 2+2                                ;400   ;4        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;20    ;1        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales;0.08
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;20    ;2        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales;0.0 
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;20    ;3        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales;0.0 
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;20    ;4        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales;0.0 
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;50    ;1        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.21
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;50    ;2        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality superposition and entanglement challenging classical intuitions about reality.;0.17
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;50    ;3        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality uncertainty and entanglement.;0.19
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;50    ;4        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.24
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;100   ;1        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;100   ;2        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic laws rather than deterministic ones.;0.17
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;100   ;3        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are subject to probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;100   ;4        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.18
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;200   ;1        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales where particles exhibit both wave-like and particle-like properties and are governed by probabilistic rules rather than deterministic ones.;0.23
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;200   ;2        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.17
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;200   ;3        ;quantum mechanics is the branch of physics that describes the behavior of particles at the atomic and subatomic levels where phenomena such as superposition and entanglement challenge classical intuitions about reality.;0.22
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;200   ;4        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.19
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;400   ;1        ;quantum mechanics is the fundamental theory in physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.23
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;400   ;2        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality uncertainty and entanglement challenging classical intuitions about reality.;0.17
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;400   ;3        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic rather than deterministic laws.;0.18
gpt-4o-mini;0.6        ;Explain quantum mechanics in one sentence;400   ;4        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales where particles can exist in multiple states simultaneously and exhibit both wave-like and particle-like properties.;0.23
gpt-4o-mini;0.6        ;Write a quatrain about war               ;20    ;1        ;in fields where shadows stretch and sigh   where echoes of the brave resound   a clash;1.02
gpt-4o-mini;0.6        ;Write a quatrain about war               ;20    ;2        ;in fields where shadows stretch and fall   the echoes of the battle call   with courage forged;1.06
gpt-4o-mini;0.6        ;Write a quatrain about war               ;20    ;3        ;in shadows deep where silence weeps   the clash of steel a promise keeps   for;1.02
gpt-4o-mini;0.6        ;Write a quatrain about war               ;20    ;4        ;in shadows cast by cannon's roar   where dreams lie shattered on the floor   brave;1.0 
gpt-4o-mini;0.6        ;Write a quatrain about war               ;50    ;1        ;in fields where shadows dance with dread   the echoes of the fallen call   with courage forged and tears we shed   for peace we rise defying all.;1.01
gpt-4o-mini;0.6        ;Write a quatrain about war               ;50    ;2        ;in fields where shadows dance and linger   the echoes of the fallen cry   with every clash a fate’s dark finger   points to the cost of peace gone by.;0.98
gpt-4o-mini;0.6        ;Write a quatrain about war               ;50    ;3        ;in fields where shadows stretch and fade   the echoes of the past invade   with cries of courage loss and strife   war weaves its tale entwined with life.;0.98
gpt-4o-mini;0.6        ;Write a quatrain about war               ;50    ;4        ;in shadows cast by cannon's roar   brave souls march forth on blood-soaked ground   for honor lost they fight once more   in silence dreams of peace are drowned.;0.97
gpt-4o-mini;0.6        ;Write a quatrain about war               ;100   ;1        ;in fields where shadows dance with fear   the echoes of the lost resound   as hopes are drowned in silent tears   and peace a fleeting dream is found.;0.99
gpt-4o-mini;0.6        ;Write a quatrain about war               ;100   ;2        ;in fields where shadows dance with fear   the echoes of the past draw near   for every clash a tale to tell   of broken dreams where silence fell.;0.98
gpt-4o-mini;0.6        ;Write a quatrain about war               ;100   ;3        ;in shadows deep where silence breaks   the clash of steel the earth it shakes   for honor lost and dreams laid bare   in war's cruel dance none find repair.;1.0 
gpt-4o-mini;0.6        ;Write a quatrain about war               ;100   ;4        ;in fields where shadows stretch and fall   the echoes of the brave recall   a clash of steel a mournful cry   as dreams of peace in silence die.;1.01
gpt-4o-mini;0.6        ;Write a quatrain about war               ;200   ;1        ;in fields where silence once embraced the day   the echoes of the past now clash and roar   with shadows dancing on the blood-stained clay   a haunting tale of loss forevermore.;1.0 
gpt-4o-mini;0.6        ;Write a quatrain about war               ;200   ;2        ;in fields where shadows stretch and fade   brave hearts collide in fierce parade   echoes of valor whispers of pain   in war's grim dance what’s lost remains.;1.0 
gpt-4o-mini;0.6        ;Write a quatrain about war               ;200   ;3        ;in shadows deep where silence weeps   the clash of steel the promise breaks   for freedom sought the cost it keeps   in fields of sorrow history wakes.;0.98
gpt-4o-mini;0.6        ;Write a quatrain about war               ;200   ;4        ;in fields where shadows dance with dread   the echoes of the fallen call   with courage forged in tears we've shed   a haunting song of hope through all.;0.94
gpt-4o-mini;0.6        ;Write a quatrain about war               ;400   ;1        ;in shadows cast by thunder's roar   brave souls march forth on blood-soaked ground   with dreams of peace they face the war   yet in each heart a hope is found.;1.05
gpt-4o-mini;0.6        ;Write a quatrain about war               ;400   ;2        ;in fields where shadows stretch and sigh   the clash of steel the mournful cry   a dance of fate where hopes are torn   in war's embrace the world is worn.;1.05
gpt-4o-mini;0.6        ;Write a quatrain about war               ;400   ;3        ;in fields where shadows dance and clash   the echoes of the past resound   with every cry a fleeting flash   as dreams of peace are lost unbound.;1.01
gpt-4o-mini;0.6        ;Write a quatrain about war               ;400   ;4        ;in fields where shadows stretch and fall   the echoes of the brave enthrall   with courage forged in trials dire   they rise like phoenix from the fire.;1.01
gpt-4o-mini;0.6        ;Solve 2+2                                ;20    ;1        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;20    ;2        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;20    ;3        ;2 + 2 = 4.     ;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;20    ;4        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;50    ;1        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;50    ;2        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;50    ;3        ;2 + 2 = 4.     ;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;50    ;4        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;100   ;1        ;2 + 2 = 4.     ;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;100   ;2        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;100   ;3        ;the solution to 2 + 2 is 4.;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;100   ;4        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;200   ;1        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;200   ;2        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;200   ;3        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;200   ;4        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;400   ;1        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;400   ;2        ;2 + 2 = 4.     ;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;400   ;3        ;2 + 2 equals 4.;0.92
gpt-4o-mini;0.6        ;Solve 2+2                                ;400   ;4        ;2 + 2 = 4.     ;0.92
gpt-4o-mini;0.8        ;Explain quantum mechanics in one sentence;20    ;1        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales;0.0 
gpt-4o-mini;0.8        ;Explain quantum mechanics in one sentence;20    ;2        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales;0.08
gpt-4o-mini;0.8        ;Explain quantum mechanics in one sentence;20    ;3        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales;0.2 
gpt-4o-mini;0.8        ;Explain quantum mechanics in one sentence;20    ;4        ;quantum mechanics is the branch of physics that describes the behavior of matter and energy at the smallest scales;0.01
gpt-4o-mini;0.8        ;Explain quantum mechanics in one sentence;50    ;1        ;quantum mechanics is a fundamental theory in physics that describes the behavior of matter and energy at the smallest scales where particles exhibit wave-particle duality and are governed by probabilistic laws rather than deterministic ones.;0.15
